6.002353e+002,4.821693e-001
6.007174e+002,4.819438e-001
6.011995e+002,4.817842e-001
6.016816e+002,4.816192e-001
6.021638e+002,4.814246e-001
6.026459e+002,4.812002e-001
6.031280e+002,4.809377e-001
6.036101e+002,4.805962e-001
6.040922e+002,4.801100e-001
6.045743e+002,4.794280e-001
6.050565e+002,4.785534e-001
6.055386e+002,4.775670e-001
6.060207e+002,4.765974e-001
6.065028e+002,4.757746e-001
6.069849e+002,4.751672e-001
6.074670e+002,4.747470e-001
6.079492e+002,4.744015e-001
6.084313e+002,4.739855e-001
6.089134e+002,4.734002e-001
6.093955e+002,4.726327e-001
6.098776e+002,4.717679e-001
6.103597e+002,4.709361e-001
6.108419e+002,4.702619e-001
6.113240e+002,4.698033e-001
6.118061e+002,4.695403e-001
6.122882e+002,4.693983e-001
6.127703e+002,4.692972e-001
6.132524e+002,4.691924e-001
6.137346e+002,4.690815e-001
6.142167e+002,4.689856e-001
6.146988e+002,4.689101e-001
6.151809e+002,4.688185e-001
6.156630e+002,4.686361e-001
6.161451e+002,4.682821e-001
6.166273e+002,4.677129e-001
6.171094e+002,4.669548e-001
6.175915e+002,4.660972e-001
6.180736e+002,4.652506e-001
6.185557e+002,4.644852e-001
6.190378e+002,4.638009e-001
6.195200e+002,4.631298e-001
6.200021e+002,4.623840e-001
6.204842e+002,4.615039e-001
6.209663e+002,4.604998e-001
6.214484e+002,4.594475e-001
6.219305e+002,4.584568e-001
6.224127e+002,4.576154e-001
6.228948e+002,4.569457e-001
6.233769e+002,4.564001e-001
6.238590e+002,4.558876e-001
6.243411e+002,4.553268e-001
6.248232e+002,4.546782e-001
6.253054e+002,4.539626e-001
6.257875e+002,4.532353e-001
6.262696e+002,4.525518e-001
6.267517e+002,4.519320e-001
6.272338e+002,4.513550e-001
6.277159e+002,4.507771e-001
6.281981e+002,4.501681e-001
6.286802e+002,4.495334e-001
6.291623e+002,4.489161e-001
6.296444e+002,4.483688e-001
6.301265e+002,4.479221e-001
6.306086e+002,4.475619e-001
6.310908e+002,4.472355e-001
6.315729e+002,4.468784e-001
6.320550e+002,4.464516e-001
6.325371e+002,4.459662e-001
6.330192e+002,4.454771e-001
6.335013e+002,4.450507e-001
6.339835e+002,4.447195e-001
6.344656e+002,4.444589e-001
6.349477e+002,4.441887e-001
6.354298e+002,4.438154e-001
6.359119e+002,4.432692e-001
6.363940e+002,4.425451e-001
6.368762e+002,4.416988e-001
6.373583e+002,4.408204e-001
6.378404e+002,4.399830e-001
6.383225e+002,4.392091e-001
6.388046e+002,4.384662e-001
6.392867e+002,4.376925e-001
6.397689e+002,4.368384e-001
6.402510e+002,4.358971e-001
6.407331e+002,4.349144e-001
6.412152e+002,4.339647e-001
6.416973e+002,4.331191e-001
6.421794e+002,4.324099e-001
6.426616e+002,4.318237e-001
6.431437e+002,4.313138e-001
6.436258e+002,4.308308e-001
6.441079e+002,4.303446e-001
6.445900e+002,4.298506e-001
6.450721e+002,4.293595e-001
6.455543e+002,4.288759e-001
6.460364e+002,4.283830e-001
6.465185e+002,4.278468e-001
6.470006e+002,4.272313e-001
6.474827e+002,4.265236e-001
6.479648e+002,4.257441e-001
6.484470e+002,4.249431e-001
6.489291e+002,4.241736e-001
6.494112e+002,4.234630e-001
6.498933e+002,4.228022e-001
6.503754e+002,4.221517e-001
6.508575e+002,4.214716e-001
6.513397e+002,4.207427e-001
6.518218e+002,4.199823e-001
6.523039e+002,4.192301e-001
6.527860e+002,4.185276e-001
6.532681e+002,4.178881e-001
